order_id,order_date,product,category,region,channel,quantity,unit_price,revenue,cost,customer_rating
ORD-12014,02/25/2026,Cove Bookshelf,Furniture,West,Online,1,$129.52,129.52,96.16,5
ORD-12039,03/01/2026,Zephyr Standing Desk,Furniture,East,Retail,1,$457.84,457.84,338.66,1
ORD-11604,12/14/2025,Nimbus Office Chair,Furniture,North,Online,2,$179.54,359.08,223.2,1
ORD-10136,02/08/2025,Echo Mechanical Keyboard,Electronics,North,Retail,2,$82.95,165.9,116.27,5
ORD-10573,05/22/2025,Aurora Desk Lamp,Home & Living,West,Retail,3,$43.37,130.11,85.13,4
ORD-10550,05/17/2025,Pulse Wireless Mouse,Electronics,South,Retail,1,$33.47,33.47,20.14,5
ORD-11532,12/03/2025,Lumen LED Strip,Electronics,North,Online,2,$25.70,51.4,35.19,3
ORD-11497,11/28/2025,Cove Bookshelf,Furniture,North,Retail,3,$119.55,358.65,248.71,4
ORD-11463,11/24/2025,Pulse Wireless Mouse,Electronics,North,Online,1,$37.09,37.09,21.57,4
ORD-11522,12/02/2025,Terra Ceramic Planter,Home & Living,East,Online,1,$28.09,28.09,18.68,4
ORD-11837,01/24/2026,Terra Ceramic Planter,Home & Living,South,Partner,1,$29.72,29.72,19.08,
ORD-12568,06/11/2026,Lumen LED Strip,Electronics,South,Partner,1,$25.87,25.87,15.6,4
ORD-12420,05/15/2026,Pulse Wireless Mouse,Electronics,East,Online,2,$32.92,65.84,45.06,4
ORD-12349,05/02/2026,Halo Desk Organizer,Home & Living,West,Online,2,$18.70,37.4,26.72,4
ORD-12374,05/07/2026,Halo Desk Organizer,Home & Living,West,Retail,2,$20.35,40.7,27.84,1
ORD-11763,01/08/2026,Halo Desk Organizer,Home & Living,West,Online,1,$18.76,18.76,11.8,5
ORD-10139,02/08/2025,"Vista Monitor 27""",Electronics,East,Partner,1,$257.80,257.8,187.38,4
ORD-12073,03/09/2026,Pulse Wireless Mouse,Electronics,North,Online,2,$34.53,69.06,50.5,2
ORD-10081,01/23/2025,Cove Bookshelf,Furniture,South,Online,1,$132.05,132.05,72.96,5
ORD-12098,03/14/2026,Lumen LED Strip,Electronics,East,Retail,2,$24.88,49.76,28.63,5
ORD-10542,05/15/2025,Echo Mechanical Keyboard,Electronics,North,Retail,2,$86.61,173.22,107.77,5
ORD-11340,11/05/2025,Terra Ceramic Planter,Home & Living,West,Retail,1,$27.50,27.5,15.18,2
ORD-10273,03/10/2025,Pulse Wireless Mouse,Electronics,North,Online,2,$35.86,71.72,49.38,4
ORD-10811,07/16/2025,Lumen LED Strip,Electronics,East,Online,2,$23.96,47.92,26.96,5
ORD-12034,03/01/2026,Cove Bookshelf,Furniture,North,Retail,3,$133.47,400.41,261.87,4
ORD-12494,05/29/2026,Nimbus Office Chair,Furniture,East,Online,2,$204.02,408.04,262.18,5
ORD-10382,04/05/2025,Lumen LED Strip,Electronics,North,Partner,1,$24.95,24.95,15.2,4
ORD-10048,01/13/2025,Pulse Wireless Mouse,Electronics,East,Online,3,$34.34,103.02,57.46,5
ORD-10859,07/25/2025,Zephyr Standing Desk,Furniture,North,Online,2,$435.83,871.66,501.46,5
ORD-11965,02/17/2026,"Vista Monitor 27""",Electronics,East,Online,1,$292.45,292.45,171.88,2
ORD-11050,09/06/2025,Echo Mechanical Keyboard,Electronics,West,Retail,1,$85.37,85.37,63.22,1
ORD-12398,05/11/2026,Zephyr Standing Desk,Furniture,East,Online,2,$417.29,834.58,573.77,5
ORD-11732,01/01/2026,Lumen LED Strip,Electronics,West,Online,3,$22.56,67.68,44.19,2
ORD-10231,03/02/2025,Pulse Wireless Mouse,Electronics,East,Retail,1,$36.94,36.94,22.17,3
ORD-11276,10/23/2025,Pulse Wireless Mouse,Electronics,East,Online,3,$36.24,108.72,68.68,1
ORD-12054,03/06/2026,Cove Bookshelf,Furniture,East,Partner,1,$133.73,133.73,81.64,1
ORD-11240,10/16/2025,Lumen LED Strip,Electronics,North,Online,2,$22.59,45.18,28.04,3
ORD-10018,01/07/2025,Zephyr Standing Desk,Furniture,West,Retail,1,$481.58,481.58,353.71,5
ORD-10477,04/30/2025,Lumen LED Strip,Electronics,East,Partner,1,$24.72,24.72,16.75,4
ORD-12147,03/25/2026,Halo Desk Organizer,Home & Living,East,Retail,2,$17.73,35.46,24.38,5
ORD-10515,05/09/2025,Aurora Desk Lamp,Home & Living,North,Retail,1,$42.38,42.38,23.31,5
ORD-10029,01/09/2025,Nimbus Office Chair,Furniture,West,Partner,1,$175.41,175.41,131.53,4
ORD-10921,08/09/2025,Lumen LED Strip,Electronics,West,Online,1,$23.18,23.18,12.97,4
ORD-10973,08/19/2025,Aurora Desk Lamp,Home & Living,West,Retail,1,$44.03,44.03,26.71,5
ORD-10582,05/24/2025,"Vista Monitor 27""",Electronics,East,Retail,1,$264.29,264.29,189.25,
ORD-12603,06/17/2026,Echo Mechanical Keyboard,Electronics,North,Online,1,$92.28,92.28,65.35,5
ORD-11949,02/14/2026,Nimbus Office Chair,Furniture,South,Retail,3,$195.52,586.56,430.81,4
ORD-11779,01/10/2026,Halo Desk Organizer,Home & Living,West,Online,2,$18.69,37.38,24.86,4
ORD-11909,02/06/2026,Cove Bookshelf,Furniture,East,Online,1,$131.77,131.77,82.9,1
ORD-11841,01/24/2026,"Vista Monitor 27""",Electronics,West,Retail,1,$270.09,270.09,193.54,1
ORD-12367,05/05/2026,Cove Bookshelf,Furniture,North,Retail,1,$124.66,124.66,85.06,2
ORD-12246,04/13/2026,Lumen LED Strip,Electronics,North,Online,2,$23.73,47.46,31.88,1
ORD-12166,03/29/2026,Zephyr Standing Desk,Furniture,East,Online,1,$461.63,461.63,285.28,1
ORD-12363,05/05/2026,"Vista Monitor 27""",Electronics,North,Online,3,$297.04,891.12,640.58,3
ORD-12101,03/15/2026,Zephyr Standing Desk,Furniture,West,Online,1,$442.14,442.14,295.42,4
ORD-10421,04/14/2025,"Vista Monitor 27""",Electronics,North,Retail,1,$271.04,271.04,163.73,1
ORD-11011,08/29/2025,Terra Ceramic Planter,Home & Living,South,Partner,2,$29.29,58.58,33.84,5
ORD-11039,09/04/2025,Halo Desk Organizer,Home & Living,East,Online,1,$19.07,19.07,13.35,
ORD-11816,01/19/2026,Terra Ceramic Planter,Home & Living,West,Online,1,$28.81,28.81,19.94,4
ORD-11071,09/12/2025,Aurora Desk Lamp,Home & Living,South,Online,2,$42.62,85.24,57.56,2
ORD-12641,06/24/2026,Cove Bookshelf,Furniture,North,Online,1,$125.43,125.43,78.72,5
ORD-11210,10/11/2025,Cove Bookshelf,Furniture,West,Online,2,$123.32,246.64,164.6,2
ORD-10427,04/15/2025,Zephyr Standing Desk,Furniture,North,Online,1,$448.31,448.31,254.66,5
ORD-12311,04/25/2026,Cove Bookshelf,Furniture,East,Partner,2,$132.79,265.58,182.9,5
ORD-10416,04/13/2025,Echo Mechanical Keyboard,Electronics,South,Retail,4,$82.60,330.4,242.79,5
ORD-11467,11/24/2025,Lumen LED Strip,Electronics,West,Retail,1,$24.25,24.25,16.3,4
ORD-11562,12/07/2025,Nimbus Office Chair,Furniture,North,Online,3,$176.22,528.66,304.22,2
ORD-10786,07/09/2025,Echo Mechanical Keyboard,Electronics,East,Online,1,$93.38,93.38,56.24,5
ORD-10217,02/27/2025,Nimbus Office Chair,Furniture,North,Online,1,$189.40,189.4,132.58,5
ORD-10246,03/04/2025,Terra Ceramic Planter,Home & Living,North,Retail,1,$28.26,28.26,17.61,5
ORD-11147,09/28/2025,Lumen LED Strip,Electronics,West,Retail,1,$25.63,25.63,17.16,4
ORD-11133,09/26/2025,Zephyr Standing Desk,Furniture,East,Online,1,$428.65,428.65,238.71,1
ORD-11632,12/17/2025,Terra Ceramic Planter,Home & Living,South,Online,1,$27.27,27.27,18.47,3
ORD-11315,11/01/2025,Lumen LED Strip,Electronics,East,Retail,2,$23.11,46.22,34.45,5
ORD-10044,01/13/2025,Cove Bookshelf,Furniture,North,Online,3,$130.08,390.24,248.18,
ORD-12378,05/08/2026,Halo Desk Organizer,Home & Living,North,Online,2,$19.52,39.04,24.58,5
ORD-11687,12/26/2025,Lumen LED Strip,Electronics,South,Online,2,$22.90,45.8,29.79,2
ORD-11426,11/18/2025,Zephyr Standing Desk,Furniture,North,Retail,1,$481.59,481.59,333.57,5
ORD-10253,03/05/2025,Lumen LED Strip,Electronics,South,Online,4,$22.50,90.0,49.84,4
ORD-11006,08/28/2025,Nimbus Office Chair,Furniture,West,Online,1,$197.52,197.52,132.72,5
ORD-10279,03/12/2025,"Vista Monitor 27""",Electronics,West,Online,1,$260.74,,170.02,5
ORD-10930,08/11/2025,Aurora Desk Lamp,Home & Living,South,Retail,2,$41.76,83.52,55.29,1
ORD-11102,09/18/2025,Echo Mechanical Keyboard,Electronics,South,Online,1,$87.70,87.7,62.35,3
ORD-11896,02/04/2026,Halo Desk Organizer,Home & Living,North,Partner,2,$19.32,38.64,23.54,5
ORD-12022,02/27/2026,Nimbus Office Chair,Furniture,West,Partner,1,$189.38,189.38,122.23,5
ORD-11902,02/05/2026,Cove Bookshelf,Furniture,East,Retail,3,$125.36,376.08,220.23,4
ORD-12632,06/22/2026,Halo Desk Organizer,Home & Living,West,Online,2,$19.51,39.02,25.62,4
ORD-12554,06/08/2026,Pulse Wireless Mouse,Electronics,East,Online,3,$35.97,107.91,61.54,1
ORD-10553,05/18/2025,Halo Desk Organizer,Home & Living,East,Online,3,$18.81,56.43,35.5,5
ORD-12309,04/25/2026,Echo Mechanical Keyboard,Electronics,North,Partner,1,$94.17,94.17,62.11,4
ORD-11433,11/19/2025,Nimbus Office Chair,Furniture,South,Online,3,$196.74,590.22,397.24,5
ORD-11938,02/12/2026,Cove Bookshelf,Furniture,North,Retail,1,$132.40,132.4,77.18,4
ORD-10570,05/22/2025,Zephyr Standing Desk,Furniture,West,Retail,2,$445.14,890.28,521.55,3
ORD-11847,01/25/2026,Echo Mechanical Keyboard,Electronics,South,Online,3,$92.47,277.41,205.72,5
ORD-11036,09/03/2025,Nimbus Office Chair,Furniture,South,Online,1,$198.07,198.07,135.26,5
ORD-10355,03/29/2025,Terra Ceramic Planter,Home & Living,North,Online,1,$29.52,29.52,19.12,4
ORD-10356,03/29/2025,Pulse Wireless Mouse,Electronics,North,Retail,1,$32.38,32.38,19.27,5
ORD-11167,10/02/2025,Terra Ceramic Planter,Home & Living,West,Partner,2,$28.39,56.78,39.56,2
ORD-12361,05/05/2026,Halo Desk Organizer,Home & Living,South,Online,1,$20.25,20.25,15.17,4
ORD-11531,12/03/2025,Lumen LED Strip,Electronics,West,Online,1,$25.31,25.31,17.27,1
ORD-11243,10/17/2025,Cove Bookshelf,Furniture,East,Online,2,$128.24,256.48,172.75,5
ORD-11351,11/07/2025,Cove Bookshelf,Furniture,East,Online,1,$120.74,120.74,77.13,4
ORD-11922,02/08/2026,Lumen LED Strip,Electronics,South,Online,1,$25.81,,18.02,1
ORD-11551,12/06/2025,Aurora Desk Lamp,Home & Living,East,Online,2,$44.82,89.64,51.02,5
ORD-11015,08/30/2025,Pulse Wireless Mouse,Electronics,East,Online,1,$36.12,36.12,26.18,4
ORD-12567,06/11/2026,Nimbus Office Chair,Furniture,South,Partner,1,$199.69,199.69,119.4,3
ORD-10092,01/28/2025,Cove Bookshelf,Furniture,East,Retail,5,$124.71,623.55,460.69,2
ORD-12130,03/21/2026,Aurora Desk Lamp,Home & Living,North,Online,1,$44.17,44.17,26.36,4
ORD-10844,07/22/2025,Cove Bookshelf,Furniture,East,Retail,3,$124.25,372.75,275.54,2
ORD-12142,03/23/2026,Cove Bookshelf,Furniture,North,Online,3,$120.21,360.63,237.22,2
ORD-10045,01/13/2025,Echo Mechanical Keyboard,Electronics,North,Retail,2,$84.87,169.74,101.83,5
ORD-10433,04/17/2025,Zephyr Standing Desk,Furniture,West,Online,1,$465.44,465.44,344.31,5
ORD-10650,06/07/2025,Echo Mechanical Keyboard,Electronics,West,Online,4,$84.14,336.56,234.13,2
ORD-12481,05/27/2026,Zephyr Standing Desk,Furniture,North,Partner,2,$442.76,885.52,585.39,4
ORD-10471,04/27/2025,Terra Ceramic Planter,Home & Living,South,Online,2,$29.77,59.54,42.89,4
ORD-11186,10/06/2025,Nimbus Office Chair,Furniture,South,Online,5,$174.76,873.8,642.94,4
ORD-11694,12/27/2025,Aurora Desk Lamp,Home & Living,North,Online,1,$40.83,40.83,27.03,5
ORD-10238,03/03/2025,Cove Bookshelf,Furniture,North,Online,2,$120.87,241.74,144.64,3
ORD-10929,08/10/2025,Pulse Wireless Mouse,Electronics,South,Online,2,$33.64,67.28,45.09,4
ORD-12010,02/24/2026,Cove Bookshelf,Furniture,West,Online,1,$135.47,135.47,88.08,3
ORD-11386,11/11/2025,Aurora Desk Lamp,Home & Living,South,Online,1,$41.80,41.8,29.93,
ORD-10531,05/12/2025,Zephyr Standing Desk,Furniture,West,Retail,2,$432.26,864.52,611.31,3
ORD-12630,06/22/2026,Pulse Wireless Mouse,Electronics,West,Online,1,$33.47,33.47,24.31,5
ORD-10540,05/14/2025,Pulse Wireless Mouse,Electronics,South,Retail,2,$34.95,,46.45,4
ORD-10210,02/25/2025,Aurora Desk Lamp,Home & Living,South,Retail,1,$40.76,40.76,24.95,5
ORD-12628,06/22/2026,Pulse Wireless Mouse,Electronics,South,Online,1,$36.60,36.6,25.93,5
ORD-12218,04/07/2026,Nimbus Office Chair,Furniture,East,Online,2,$185.23,370.46,207.9,5
ORD-10865,07/26/2025,"Vista Monitor 27""",Electronics,East,Online,1,$272.63,272.63,167.74,5
ORD-12167,03/29/2026,Nimbus Office Chair,Furniture,West,Partner,2,$188.09,376.18,230.05,5
ORD-10860,07/26/2025,Aurora Desk Lamp,Home & Living,West,Online,1,$39.63,39.63,25.35,2
ORD-10997,08/26/2025,Echo Mechanical Keyboard,Electronics,South,Online,1,$84.18,84.18,58.53,5
ORD-12532,06/05/2026,Echo Mechanical Keyboard,Electronics,East,Online,3,$82.64,247.92,141.11,5
ORD-10541,05/14/2025,Cove Bookshelf,Furniture,South,Online,2,$120.09,240.18,156.36,2
ORD-10017,01/06/2025,Cove Bookshelf,Furniture,West,Online,2,$120.88,241.76,163.2,4
ORD-12499,05/30/2026,Aurora Desk Lamp,Home & Living,North,Retail,1,$39.17,39.17,22.41,
ORD-11738,01/03/2026,Halo Desk Organizer,Home & Living,South,Online,1,$18.71,18.71,14.01,5
ORD-11565,12/07/2025,Terra Ceramic Planter,Home & Living,West,Online,1,$30.22,30.22,20.97,4
ORD-12146,03/24/2026,Aurora Desk Lamp,Home & Living,East,Partner,3,$43.88,131.64,92.81,1
ORD-11120,09/23/2025,Terra Ceramic Planter,Home & Living,North,Retail,2,$29.42,58.84,40.19,4
ORD-12181,03/31/2026,Lumen LED Strip,Electronics,South,Partner,1,$23.58,23.58,15.84,2
ORD-11371,11/09/2025,Lumen LED Strip,Electronics,North,Retail,2,$22.19,44.38,25.64,3
ORD-12485,05/28/2026,Halo Desk Organizer,Home & Living,North,Partner,4,$18.71,74.84,51.41,4
ORD-12304,04/24/2026,Echo Mechanical Keyboard,Electronics,East,Retail,2,$93.43,186.86,131.73,3
ORD-10255,03/06/2025,Lumen LED Strip,Electronics,East,Online,2,$24.23,48.46,36.33,3
ORD-10765,07/04/2025,Nimbus Office Chair,Furniture,East,Retail,3,$191.97,575.91,395.71,4
ORD-12399,05/11/2026,Aurora Desk Lamp,Home & Living,North,Retail,1,$39.17,39.17,26.89,5
ORD-10544,05/15/2025,"Vista Monitor 27""",Electronics,North,Partner,2,$297.69,595.38,356.49,5
ORD-12511,06/01/2026,Cove Bookshelf,Furniture,East,Partner,2,$124.19,248.38,170.4,4
ORD-11564,12/07/2025,Zephyr Standing Desk,Furniture,South,Online,1,$423.13,423.13,306.7,2
ORD-11920,02/08/2026,Nimbus Office Chair,Furniture,West,Retail,2,$192.52,385.04,279.88,1
ORD-11097,09/18/2025,Cove Bookshelf,Furniture,North,Retail,2,$126.40,252.8,165.28,5
ORD-10686,06/15/2025,Lumen LED Strip,Electronics,South,Retail,1,$23.01,23.01,13.88,5
ORD-10420,04/14/2025,Cove Bookshelf,Furniture,West,Online,5,$135.09,675.45,505.16,5
ORD-11300,10/29/2025,Lumen LED Strip,Electronics,West,Online,3,$23.47,70.41,41.59,5
ORD-12358,05/04/2026,Halo Desk Organizer,Home & Living,West,Online,1,$18.74,18.74,12.57,5
ORD-12110,03/17/2026,"Vista Monitor 27""",Electronics,North,Online,1,$261.61,261.61,158.91,1
ORD-11427,11/18/2025,Halo Desk Organizer,Home & Living,North,Retail,2,$17.58,35.16,25.9,5
ORD-11277,10/23/2025,Aurora Desk Lamp,Home & Living,West,Online,2,$45.13,90.26,52.83,5
ORD-11677,12/24/2025,Lumen LED Strip,Electronics,East,Online,1,$22.23,22.23,14.93,4
ORD-12550,06/07/2026,Pulse Wireless Mouse,Electronics,East,Retail,1,$34.62,34.62,25.82,4
ORD-10157,02/14/2025,Nimbus Office Chair,Furniture,South,Online,2,$186.94,373.88,261.31,1
ORD-12203,04/04/2026,Zephyr Standing Desk,Furniture,West,Retail,2,$477.06,954.12,545.44,4
ORD-11399,11/13/2025,Echo Mechanical Keyboard,Electronics,East,Online,1,$87.37,87.37,55.96,5
ORD-12274,04/18/2026,Pulse Wireless Mouse,Electronics,South,Retail,4,$32.40,129.6,80.45,2
ORD-11900,02/05/2026,Pulse Wireless Mouse,Electronics,East,Online,1,$35.60,35.6,21.61,1
ORD-10526,05/11/2025,Pulse Wireless Mouse,Electronics,West,Online,1,$34.51,34.51,23.81,5
ORD-10523,05/11/2025,Aurora Desk Lamp,Home & Living,East,Partner,2,$42.36,84.72,53.93,3
ORD-10774,07/07/2025,Terra Ceramic Planter,Home & Living,North,Retail,5,$30.13,150.65,86.95,5
ORD-12163,03/28/2026,Zephyr Standing Desk,Furniture,East,Retail,4,$467.43,1869.72,1077.15,5
ORD-11894,02/04/2026,"Vista Monitor 27""",Electronics,South,Retail,2,$267.69,535.38,362.25,5
ORD-10363,03/31/2025,Cove Bookshelf,Furniture,West,Partner,3,$120.65,361.95,268.77,4
ORD-10605,05/29/2025,Cove Bookshelf,Furniture,West,Retail,2,$138.43,276.86,200.79,5
ORD-12573,06/11/2026,Nimbus Office Chair,Furniture,South,Partner,1,$176.28,176.28,122.69,5
ORD-11557,12/06/2025,Echo Mechanical Keyboard,Electronics,North,Partner,3,$83.07,249.21,165.02,5
ORD-10010,01/03/2025,Lumen LED Strip,Electronics,North,Online,1,$25.06,25.06,14.93,4
ORD-10840,07/21/2025,Nimbus Office Chair,Furniture,East,Online,2,$187.56,375.12,224.36,5
ORD-10775,07/07/2025,Halo Desk Organizer,Home & Living,West,Online,3,$18.86,56.58,35.92,4
ORD-11332,11/03/2025,Nimbus Office Chair,Furniture,North,Online,1,$190.06,190.06,135.64,2
ORD-10864,07/26/2025,Nimbus Office Chair,Furniture,South,Online,1,$178.10,178.1,117.58,4
ORD-12127,03/20/2026,Cove Bookshelf,Furniture,East,Partner,3,$133.72,401.16,294.95,5
ORD-11603,12/13/2025,Aurora Desk Lamp,Home & Living,South,Partner,1,$40.81,40.81,23.3,3
ORD-10325,03/23/2025,Nimbus Office Chair,Furniture,South,Online,1,$191.96,191.96,118.03,5
ORD-10058,01/16/2025,Cove Bookshelf,Furniture,West,Online,2,$128.45,256.9,187.6,2
ORD-10936,08/12/2025,Terra Ceramic Planter,Home & Living,West,Online,4,$29.37,117.48,82.09,
ORD-10373,04/02/2025,Echo Mechanical Keyboard,Electronics,East,Retail,1,$82.62,,55.78,5
ORD-10996,08/25/2025,Terra Ceramic Planter,Home & Living,West,Online,1,$26.96,26.96,18.32,5
ORD-12301,04/23/2026,Cove Bookshelf,Furniture,East,Online,1,$122.12,122.12,83.12,5
ORD-10492,05/03/2025,Lumen LED Strip,Electronics,East,Online,2,$22.89,45.78,25.38,1
ORD-11041,09/05/2025,Cove Bookshelf,Furniture,North,Online,1,$119.61,119.61,86.41,5
ORD-10275,03/10/2025,Echo Mechanical Keyboard,Electronics,North,Online,2,$90.63,181.26,107.64,5
ORD-12162,03/28/2026,Zephyr Standing Desk,Furniture,East,Online,1,$450.56,450.56,305.95,4
ORD-11569,12/08/2025,"Vista Monitor 27""",Electronics,East,Online,5,$270.60,1353.0,794.93,4
ORD-11257,10/19/2025,Nimbus Office Chair,Furniture,South,Retail,2,$203.83,407.66,299.96,2
ORD-11391,11/12/2025,Aurora Desk Lamp,Home & Living,North,Partner,4,$40.39,,114.22,2
ORD-10805,07/13/2025,Aurora Desk Lamp,Home & Living,West,Retail,1,$41.94,41.94,26.72,2
ORD-11728,12/31/2025,Zephyr Standing Desk,Furniture,East,Online,2,$440.17,880.34,589.57,1
ORD-11765,01/08/2026,Lumen LED Strip,Electronics,West,Online,1,$24.26,24.26,13.46,5
ORD-12317,04/27/2026,Pulse Wireless Mouse,Electronics,North,Online,1,$33.28,33.28,22.38,5
ORD-11842,01/25/2026,Zephyr Standing Desk,Furniture,South,Partner,3,$460.47,1381.41,1018.69,1
ORD-11980,02/19/2026,Lumen LED Strip,Electronics,West,Retail,1,$24.16,24.16,14.84,3
ORD-10711,06/22/2025,Halo Desk Organizer,Home & Living,South,Online,3,$18.97,56.91,35.0,
ORD-10732,06/26/2025,Pulse Wireless Mouse,Electronics,East,Partner,1,$33.65,33.65,22.38,5
ORD-10381,04/05/2025,Halo Desk Organizer,Home & Living,West,Online,3,$19.67,59.01,35.82,4
ORD-11540,12/04/2025,Terra Ceramic Planter,Home & Living,North,Online,3,$28.84,86.52,48.09,5
ORD-10999,08/26/2025,Zephyr Standing Desk,Furniture,West,Retail,3,$441.12,1323.36,838.18,4
ORD-11597,12/12/2025,Echo Mechanical Keyboard,Electronics,West,Online,1,$85.76,85.76,50.59,5
ORD-11897,02/04/2026,Cove Bookshelf,Furniture,North,Online,1,$127.41,127.41,90.93,3
ORD-10770,07/06/2025,Aurora Desk Lamp,Home & Living,West,Online,1,$39.00,39.0,26.94,4
ORD-10791,07/10/2025,Terra Ceramic Planter,Home & Living,East,Online,3,$28.80,86.4,64.14,5
ORD-12290,04/21/2026,Zephyr Standing Desk,Furniture,North,Online,5,$426.76,2133.8,1200.44,1
ORD-11762,01/08/2026,Halo Desk Organizer,Home & Living,West,Online,3,$17.78,53.34,30.35,5
ORD-10177,02/18/2025,"Vista Monitor 27""",Electronics,East,Retail,3,$277.39,832.17,551.52,5
ORD-12005,02/23/2026,Cove Bookshelf,Furniture,North,Partner,1,$137.92,137.92,88.35,4
ORD-11364,11/09/2025,Pulse Wireless Mouse,Electronics,West,Online,2,$32.33,64.66,48.3,5
ORD-12056,03/06/2026,"Vista Monitor 27""",Electronics,West,Partner,2,$277.37,554.74,412.34,5
ORD-10598,05/28/2025,Cove Bookshelf,Furniture,North,Retail,2,$124.59,249.18,185.07,3
ORD-12564,06/10/2026,Pulse Wireless Mouse,Electronics,North,Online,3,$32.91,98.73,57.8,1
ORD-10752,07/01/2025,Halo Desk Organizer,Home & Living,East,Online,1,$18.22,18.22,10.28,5
ORD-10186,02/20/2025,Zephyr Standing Desk,Furniture,West,Retail,1,$423.24,423.24,262.39,5
ORD-10882,07/31/2025,Echo Mechanical Keyboard,Electronics,West,Online,3,$83.24,249.72,166.32,5
ORD-12397,05/11/2026,Echo Mechanical Keyboard,Electronics,North,Retail,1,$86.35,86.35,58.89,5
ORD-11116,09/21/2025,Zephyr Standing Desk,Furniture,North,Retail,1,$420.57,420.57,277.82,5
ORD-10684,06/15/2025,Halo Desk Organizer,Home & Living,North,Online,2,$19.75,39.5,26.06,5
ORD-11284,10/25/2025,Halo Desk Organizer,Home & Living,North,Online,2,$17.78,35.56,22.29,1
ORD-10015,01/05/2025,Cove Bookshelf,Furniture,West,Retail,2,$123.87,247.74,163.67,2
ORD-11772,01/10/2026,Zephyr Standing Desk,Furniture,East,Retail,1,$454.88,454.88,332.87,5
ORD-10124,02/04/2025,Nimbus Office Chair,Furniture,South,Retail,1,$193.04,193.04,139.86,1
ORD-11268,10/21/2025,Cove Bookshelf,Furniture,North,Retail,1,$137.90,137.9,89.74,3
ORD-10496,05/04/2025,Halo Desk Organizer,Home & Living,West,Online,1,$19.61,19.61,12.43,5
ORD-10724,06/25/2025,"Vista Monitor 27""",Electronics,East,Online,3,$276.93,830.79,530.36,5
ORD-10429,04/16/2025,Aurora Desk Lamp,Home & Living,West,Partner,3,$44.80,134.4,94.73,2
ORD-10503,05/05/2025,Zephyr Standing Desk,Furniture,West,Online,1,$436.69,436.69,318.31,2
ORD-11164,10/02/2025,Zephyr Standing Desk,Furniture,East,Partner,2,$462.01,924.02,555.2,3
ORD-10822,07/18/2025,Halo Desk Organizer,Home & Living,East,Online,3,$19.93,59.79,42.12,4
ORD-11961,02/16/2026,Aurora Desk Lamp,Home & Living,West,Online,2,$43.11,86.22,55.11,4
ORD-11476,11/26/2025,Pulse Wireless Mouse,Electronics,East,Online,2,$32.44,64.88,40.22,4
ORD-11044,09/05/2025,Aurora Desk Lamp,Home & Living,North,Online,2,$42.77,85.54,52.61,5
ORD-10715,06/23/2025,Lumen LED Strip,Electronics,South,Online,1,$23.25,23.25,16.64,5
ORD-11577,12/09/2025,Terra Ceramic Planter,Home & Living,East,Online,3,$28.74,86.22,53.06,5
ORD-10445,04/20/2025,Lumen LED Strip,Electronics,East,Online,2,$24.53,49.06,36.57,5
ORD-10162,02/15/2025,Halo Desk Organizer,Home & Living,North,Online,1,$20.30,20.3,14.53,4
ORD-10901,08/04/2025,Nimbus Office Chair,Furniture,West,Partner,2,$194.90,389.8,290.6,3
ORD-12187,04/01/2026,Echo Mechanical Keyboard,Electronics,West,Online,2,$87.98,175.96,130.78,2
ORD-12355,05/03/2026,Halo Desk Organizer,Home & Living,West,Online,3,$20.51,61.53,34.65,5
ORD-12575,06/12/2026,"Vista Monitor 27""",Electronics,North,Online,1,$285.72,285.72,195.93,3
ORD-10422,04/14/2025,Pulse Wireless Mouse,Electronics,East,Retail,3,$32.53,97.59,73.03,4
ORD-11683,12/25/2025,"Vista Monitor 27""",Electronics,East,Online,1,$284.85,284.85,175.39,4
ORD-11576,12/09/2025,Zephyr Standing Desk,Furniture,West,Online,2,$413.10,826.2,467.26,5
ORD-11428,11/18/2025,Terra Ceramic Planter,Home & Living,West,Partner,1,$27.55,27.55,20.13,5
ORD-10703,06/21/2025,Pulse Wireless Mouse,Electronics,West,Retail,1,$37.29,37.29,23.72,5
ORD-10143,02/10/2025,Pulse Wireless Mouse,Electronics,South,Partner,1,$32.38,32.38,20.21,4
ORD-10821,07/18/2025,Zephyr Standing Desk,Furniture,North,Online,2,$414.20,828.4,536.3,2
ORD-10424,04/15/2025,Halo Desk Organizer,Home & Living,West,Online,3,$18.56,55.68,39.97,5
ORD-11932,02/11/2026,Cove Bookshelf,Furniture,East,Online,1,$131.88,131.88,83.27,4
ORD-11464,11/24/2025,Cove Bookshelf,Furniture,South,Online,2,$137.91,275.82,179.29,2
ORD-12156,03/26/2026,"Vista Monitor 27""",Electronics,South,Partner,1,$259.05,259.05,153.25,5
ORD-10614,05/31/2025,Pulse Wireless Mouse,Electronics,North,Retail,1,$37.33,37.33,22.62,1
ORD-10278,03/12/2025,Lumen LED Strip,Electronics,North,Online,1,$23.34,23.34,15.27,
ORD-10125,02/04/2025,Aurora Desk Lamp,Home & Living,South,Online,2,$40.82,81.64,45.82,4
ORD-11611,12/15/2025,Lumen LED Strip,Electronics,East,Online,2,$25.37,50.74,32.34,5
ORD-12092,03/13/2026,Aurora Desk Lamp,Home & Living,West,Retail,1,$42.34,42.34,27.87,5
ORD-12621,06/20/2026,Aurora Desk Lamp,Home & Living,North,Retail,2,$40.76,,48.43,5
